Id,Url,Height,Width,Iso,Make,Model,QF
51399788229,https://live.staticflickr.com/65535/51399788229_26bc1776af_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51399049646,https://live.staticflickr.com/65535/51399049646_f9e6959393_o.jpg,3456,5184,500.0,Canon,Canon EOS 100D,98.0
51394872824,https://live.staticflickr.com/65535/51394872824_2721ab3def_o.jpg,3456,5184,320.0,Canon,Canon EOS 100D,98.0
51389443522,https://live.staticflickr.com/65535/51389443522_19d71def24_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51390203361,https://live.staticflickr.com/65535/51390203361_83d0c8baa8_o.jpg,3456,5184,3200.0,Canon,Canon EOS 100D,98.0
51386823945,https://live.staticflickr.com/65535/51386823945_fab18dcc6f_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51386820945,https://live.staticflickr.com/65535/51386820945_a075bdac9f_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51379909924,https://live.staticflickr.com/65535/51379909924_8f76091701_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51355573332,https://live.staticflickr.com/65535/51355573332_045307b702_o.jpg,3456,5184,6400.0,Canon,Canon EOS 100D,98.0
50367011957,https://live.staticflickr.com/65535/50367011957_9480fb9e8e_o.jpg,3456,5184,250.0,Canon,Canon EOS 100D,98.0
51351228187,https://live.staticflickr.com/65535/51351228187_bdf50f3c9c_o.jpg,3456,5184,1250.0,Canon,Canon EOS 100D,98.0
51342661033,https://live.staticflickr.com/65535/51342661033_7df6b2950a_o.jpg,3456,5184,1250.0,Canon,Canon EOS 100D,98.0
51338467081,https://live.staticflickr.com/65535/51338467081_287c20e7bb_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51333792598,https://live.staticflickr.com/65535/51333792598_17c637a9b6_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51329561636,https://live.staticflickr.com/65535/51329561636_6deea88425_o.jpg,3456,5184,400.0,Canon,Canon EOS 100D,98.0
51325418701,https://live.staticflickr.com/65535/51325418701_9805a283af_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51320328547,https://live.staticflickr.com/65535/51320328547_2eca70cfa3_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51319654145,https://live.staticflickr.com/65535/51319654145_b6a1462740_o.jpg,3456,5184,4000.0,Canon,Canon EOS 100D,98.0
51314714676,https://live.staticflickr.com/65535/51314714676_317a3f7169_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51310568426,https://live.staticflickr.com/65535/51310568426_c30c83df09_o.jpg,3456,5184,320.0,Canon,Canon EOS 100D,98.0
51307138965,https://live.staticflickr.com/65535/51307138965_76211ba7f1_o.jpg,3456,5184,6400.0,Canon,Canon EOS 100D,98.0
51306128776,https://live.staticflickr.com/65535/51306128776_8b76aeed42_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51305382637,https://live.staticflickr.com/65535/51305382637_cde43c0c22_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
51299110617,https://live.staticflickr.com/65535/51299110617_6661505bbc_o.jpg,3456,5184,2000.0,Canon,Canon EOS 100D,98.0
51300034793,https://live.staticflickr.com/65535/51300034793_d51b5c5216_o.jpg,3456,5184,250.0,Canon,Canon EOS 100D,98.0
51295910088,https://live.staticflickr.com/65535/51295910088_2ffd4e5fc9_o.jpg,3456,5184,100.0,Canon,Canon EOS 100D,98.0
